[-1,-1,1,1,-1,0,1,1,-1,1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.00522035931460816
[0,1,1,-1,1,-1,1,0,1,-1,-1,1,1,0,0,-1,-1,0,-1,-1,0,0,0,1,0,1,-1,0,0,0,-1,0,-1,1,0,0,0,1,0,0,0,0]:0.00115741829849495
[0,-1,1,1,-1,1,1,0,-1,-1,-1,1,-1,0,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.668674341204582
[-1,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.686272034593288
[1,1,1,-1,1,1,-1,-1,1,0,0,-1,-1,-1,0,0,0,0,-1,1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0
[1,0,0,1,-1,1,1,-1,0,0,1,0,-1,-1,-1,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,1]:0.898511451310014
[0,-1,0,1,-1,1,-1,0,1,0,1,0,1,1,0,1,0,0,0,-1,0,0,-1,0,0,0,1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0]:0.991724319731126
[-1,1,-1,1,0,-1,1,0,-1,-1,1,0,1,0,0,1,-1,1,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0
[1,1,-1,1,-1,1,-1,1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.433865212699961
[1,0,0,-1,-1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.000269102806212619
[1,1,-1,-1,1,0,1,0,-1,0,0,1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.517356242796657
[-1,-1,-1,1,-1,1,-1,1,-1,1,1,1,-1,1,1,1,1,-1,1,1,-1,0,-1,1,1,-1,1,-1,0,1,-1,0,-1,-1,0,0,1,0,0,-1,0,0]:2.07406270513346E-07
[0,1,-1,1,1,-1,-1,0,1,0,-1,0,1,-1,0,0,0,-1,0,0,1,0,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0]:0.569728595764745
[-1,0,1,1,0,-1,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.629915405813187
[0,1,-1,-1,-1,1,-1,0,-1,0,1,1,1,-1,0,0,0,1,-1,1,1,0,0,0,1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0]:0.999999594815473
[0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.527883557688448
[1,-1,-1,1,1,-1,1,-1,1,0,1,-1,-1,1,1,1,0,-1,-1,0,-1,1,-1,0,1,1,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,0,0]:0
[1,-1,-1,0,0,1,1,-1,-1,0,0,0,0,1,-1,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.999999999997668
[1,-1,1,1,0,0,-1,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.476987261532222
[-1,-1,0,-1,1,1,1,1,-1,0,1,1,-1,1,-1,1,0,1,-1,1,1,-1,-1,0,-1,1,1,-1,-1,1,0,0,-1,-1,1,1,-1,0,0,-1,1,-1]:0.999999863812477
[1,-1,1,-1,1,1,-1,1,-1,0,1,1,-1,1,-1,0,0,0,0,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0]:0.999999999997744
[0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.567816677282504
[-1,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,0,0,-1,1,0,1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.591697200036842
[1,1,-1,1,-1,1,-1,0,-1,1,0,0,-1,0,0,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.684700251191184
[1,1,-1,0,-1,-1,1,1,0,0,0,-1,0,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0
[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.604031115646381
[0,-1,0,1,-1,1,1,0,0,0,-1,1,-1,0,0,0,0,-1,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.378621468734413
[1,1,-1,-1,1,0,-1,-1,-1,-1,1,-1,0,1,1,1,-1,-1,1,0,1,1,0,0,1,-1,0,1,-1,0,0,0,-1,0,0,0,0,0,0,1,0,0]:0
[1,1,-1,-1,-1,1,-1,1,1,-1,0,-1,1,1,-1,-1,1,0,1,0,-1,0,1,0,0,1,0,-1,0,0,0,0,-1,0,1,0,0,0,0,0,0,-1]:1.12154689729239E-06
[1,-1,1,-1,1,-1,-1,-1,1,1,1,-1,-1,0,1,1,0,1,-1,0,0,-1,0,0,1,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0]:1
[-1,1,0,1,1,-1,1,-1,-1,0,1,1,1,-1,-1,0,0,0,1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.999999766363612
[-1,0,1,1,1,1,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:1
[1,-1,0,0,-1,0,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.603701649408353
[1,0,1,0,0,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.491791884702989
[-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.621649510642246
[0,1,-1,1,1,-1,1,0,1,0,-1,0,-1,1,0,1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.342127654046001
[-1,0,1,1,-1,-1,1,-1,0,-1,1,-1,0,1,0,0,1,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0]:2.31729517890836E-07
[0,-1,0,0,1,0,1,0,1,0,0,-1,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.41456608040134
[-1,1,-1,1,1,-1,1,-1,0,0,1,-1,1,1,0,0,0,-1,-1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0]:0.354631576815019
[1,-1,1,-1,-1,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.547308470845174
[0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.462730618443526
[-1,1,1,-1,1,-1,-1,0,-1,1,-1,-1,1,-1,0,1,1,1,-1,1,1,0,-1,-1,1,0,-1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0]:0.999999224457239
[-1,-1,1,-1,1,-1,0,-1,1,1,-1,1,1,0,0,1,-1,1,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.999746763427019
[-1,0,1,1,0,0,-1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.99939569447024
[-1,-1,-1,0,-1,-1,1,0,1,1,0,-1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.92347614945577
[0,0,0,-1,0,1,-1,0,0,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.435497264405217
[1,0,-1,0,0,-1,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.460056028041286
[0,1,1,1,1,-1,-1,0,0,-1,1,0,0,1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:1
[0,-1,1,1,1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.348063199582421
[0,1,-1,-1,1,0,1,0,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.559466693913292
[1,-1,1,-1,0,1,1,0,1,-1,-1,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.144178755418107
[1,1,1,-1,-1,1,0,1,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.0144961038254748
[0,1,-1,1,0,-1,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.519855218430452
[0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.575993182089661
[0,-1,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.590267935774396
[-1,1,1,0,-1,0,1,1,0,1,0,-1,0,0,-1,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.558497151315792
[1,1,-1,-1,-1,1,-1,-1,-1,1,1,0,0,-1,1,-1,1,1,0,0,0,1,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.999999614433313
[1,1,0,1,-1,-1,1,1,-1,0,0,-1,-1,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.999999791887221
[0,0,0,-1,1,0,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.421012883611604
[1,0,0,0,0,1,0,-1,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.466448797748095
[-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.49408766318392
[0,0,0,0,1,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]:0.388766365705643
